Id,Title,Tags,Acceptance,Difficulty,Frequency,Link,Segment Tree,Binary Indexed Tree,Union Find,Binary Search,Queue,Database,Sort,Topological Sort,String,Recursion,Stack,Divide and Conquer,Heap,Line Sweep,Suffix Array,Graph,Geometry,Hash Table,Reservoir Sampling,Design,Brainteaser,Array,Trie,Memoization,Binary Search Tree,Breadth-first Search,Ordered Map,Linked List,Depth-first Search,Bit Manipulation,Random,Sliding Window,Minimax,Rolling Hash,Dynamic Programming,Greedy,Backtracking,Rejection Sampling,Two Pointers,Tree,Math,id,title,problem,processed_problem
638,Shopping Offers,"Dynamic Programming, Depth-first Search",51.7,Medium,17.3575,https://leetcode.com/problems/shopping-offers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,638.0,Shopping Offers,"In LeetCode Store, there are n items to sell. Each item has a price. However, there are some special offers, and a special offer consists of one or more different kinds of items with a sale price. You are given an integer array price where price[i] is the price of the ith item, and an integer array needs where needs[i] is the number of pieces of the ith item you want to buy. You are also given an array special where special[i] is of size n + 1 where special[i][j] is the number of pieces of the jth item in the ith offer and special[i][n] (i.e., the last integer in the array) is the price of the ith offer. Return the lowest price you have to pay for exactly certain items as given, where you could make optimal use of the special offers. You are not allowed to buy more items than you want, even if that would lower the overall price. You could use any of the special offers as many times as you want.","['in', 'leetcode', 'store', 'there', 'are', 'n', 'items', 'to', 'sell', 'each', 'item', 'has', 'a', 'price', 'however', 'there', 'are', 'some', 'special', 'offers', 'and', 'a', 'special', 'offer', 'consists', 'of', 'one', 'or', 'more', 'different', 'kinds', 'of', 'items', 'with', 'a', 'sale', 'price', 'you', 'are', 'given', 'an', 'integer', 'array', 'price', 'where', 'price', 'i', 'is', 'the', 'price', 'of', 'the', 'ith', 'item', 'and', 'an', 'integer', 'array', 'needs', 'where', 'needs', 'i', 'is', 'the', 'number', 'of', 'pieces', 'of', 'the', 'ith', 'item', 'you', 'want', 'to', 'buy', 'you', 'are', 'also', 'given', 'an', 'array', 'special', 'where', 'special', 'i', 'is', 'of', 'size', 'n', '1', 'where', 'special', 'i', 'j', 'is', 'the', 'number', 'of', 'pieces', 'of', 'the', 'jth', 'item', 'in', 'the', 'ith', 'offer', 'and', 'special', 'i', 'n', 'i', 'e', 'the', 'last', 'integer', 'in', 'the', 'array', 'is', 'the', 'price', 'of', 'the', 'ith', 'offer', 'return', 'the', 'lowest', 'price', 'you', 'have', 'to', 'pay', 'for', 'exactly', 'certain', 'items', 'as', 'given', 'where', 'you', 'could', 'make', 'optimal', 'use', 'of', 'the', 'special', 'offers', 'you', 'are', 'not', 'allowed', 'to', 'buy', 'more', 'items', 'than', 'you', 'want', 'even', 'if', 'that', 'would', 'lower', 'the', 'overall', 'price', 'you', 'could', 'use', 'any', 'of', 'the', 'special', 'offers', 'as', 'many', 'times', 'as', 'you', 'want']"
685,Redundant Connection II,"Tree, Depth-first Search, Union Find, Graph",32.5,Hard,7.00099,https://leetcode.com/problems/redundant-connection-ii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,685.0,Redundant Connection II,"In this problem, a rooted tree is a directed graph such that, there is exactly one node (the root) for which all other nodes are descendants of this node, plus every node has exactly one parent, except for the root node which has no parents. The given input is a directed graph that started as a rooted tree with n nodes (with distinct values from 1 to n), with one additional directed edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The resulting graph is given as a 2D-array of edges. Each element of edges is a pair [ui, vi] that represents a directed edge connecting nodes ui and vi, where ui is a parent of child vi. Return an edge that can be removed so that the resulting graph is a rooted tree of n nodes. If there are multiple answers, return the answer that occurs last in the given 2D-array.","['in', 'this', 'problem', 'a', 'rooted', 'tree', 'is', 'a', 'directed', 'graph', 'such', 'that', 'there', 'is', 'exactly', 'one', 'node', 'the', 'root', 'for', 'which', 'all', 'other', 'nodes', 'are', 'descendants', 'of', 'this', 'node', 'plus', 'every', 'node', 'has', 'exactly', 'one', 'parent', 'except', 'for', 'the', 'root', 'node', 'which', 'has', 'no', 'parents', 'the', 'given', 'input', 'is', 'a', 'directed', 'graph', 'that', 'started', 'as', 'a', 'rooted', 'tree', 'with', 'n', 'nodes', 'with', 'distinct', 'values', 'from', '1', 'to', 'n', 'with', 'one', 'additional', 'directed', 'edge', 'added', 'the', 'added', 'edge', 'has', 'two', 'different', 'vertices', 'chosen', 'from', '1', 'to', 'n', 'and', 'was', 'not', 'an', 'edge', 'that', 'already', 'existed', 'the', 'resulting', 'graph', 'is', 'given', 'as', 'a', '2d', 'array', 'of', 'edges', 'each', 'element', 'of', 'edges', 'is', 'a', 'pair', 'ui', 'vi', 'that', 'represents', 'a', 'directed', 'edge', 'connecting', 'nodes', 'ui', 'and', 'vi', 'where', 'ui', 'is', 'a', 'parent', 'of', 'child', 'vi', 'return', 'an', 'edge', 'that', 'can', 'be', 'removed', 'so', 'that', 'the', 'resulting', 'graph', 'is', 'a', 'rooted', 'tree', 'of', 'n', 'nodes', 'if', 'there', 'are', 'multiple', 'answers', 'return', 'the', 'answer', 'that', 'occurs', 'last', 'in', 'the', 'given', '2d', 'array']"
687,Longest Univalue Path,"Tree, Recursion",36.3,Easy,7.02454,https://leetcode.com/problems/longest-univalue-path,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,687.0,Longest Univalue Path,"Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value. This path may or may not pass through the root. The length of the path between two nodes is represented by the number of edges between them.","['given', 'the', 'root', 'of', 'a', 'binary', 'tree', 'return', 'the', 'length', 'of', 'the', 'longest', 'path', 'where', 'each', 'node', 'in', 'the', 'path', 'has', 'the', 'same', 'value', 'this', 'path', 'may', 'or', 'may', 'not', 'pass', 'through', 'the', 'root', 'the', 'length', 'of', 'the', 'path', 'between', 'two', 'nodes', 'is', 'represented', 'by', 'the', 'number', 'of', 'edges', 'between', 'them']"
700,Search in a Binary Search Tree,Tree,73.2,Easy,2.60332,https://leetcode.com/problems/search-in-a-binary-search-tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,700.0,Search in a Binary Search Tree,"You are given the root of a binary search tree (BST) and an integer val. Find the node in the BST that the node's value equals val and return the subtree rooted with that node. If such a node does not exist, return null.","['you', 'are', 'given', 'the', 'root', 'of', 'a', 'binary', 'search', 'tree', 'bst', 'and', 'an', 'integer', 'val', 'find', 'the', 'node', 'in', 'the', 'bst', 'that', 'the', 'node', 's', 'value', 'equals', 'val', 'and', 'return', 'the', 'subtree', 'rooted', 'with', 'that', 'node', 'if', 'such', 'a', 'node', 'does', 'not', 'exist', 'return', 'null']"
821,Shortest Distance to a Character,Database,67.1,Easy,25.5738,https://leetcode.com/problems/shortest-distance-to-a-character,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.0,Shortest Distance to a Character,"Given a string s and a character c that occurs in s, return an array of integers answer where answer.length == s.length and answer[i] is the distance from index i to the closest occurrence of character c in s. The distance between two indices i and j is abs(i - j), where abs is the absolute value function.","['given', 'a', 'string', 's', 'and', 'a', 'character', 'c', 'that', 'occurs', 'in', 's', 'return', 'an', 'array', 'of', 'integers', 'answer', 'where', 'answer', 'length', 's', 'length', 'and', 'answer', 'i', 'is', 'the', 'distance', 'from', 'index', 'i', 'to', 'the', 'closest', 'occurrence', 'of', 'character', 'c', 'in', 's', 'the', 'distance', 'between', 'two', 'indices', 'i', 'and', 'j', 'is', 'abs', 'i', 'j', 'where', 'abs', 'is', 'the', 'absolute', 'value', 'function']"
837,New 21 Game,Dynamic Programming,34.7,Medium,14.9473,https://leetcode.com/problems/new-21-game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,837.0,New 21 Game,"Alice plays the following game, loosely based on the card game ""21"". Alice starts with 0 points and draws numbers while she has less than k points. During each draw, she gains an integer number of points randomly from the range [1, maxPts], where maxPts is an integer. Each draw is independent and the outcomes have equal probabilities. Alice stops drawing numbers when she gets k or more points. Return the probability that Alice has n or fewer points. Answers within 10-5 of the actual answer are considered accepted.","['alice', 'plays', 'the', 'following', 'game', 'loosely', 'based', 'on', 'the', 'card', 'game', '21', 'alice', 'starts', 'with', '0', 'points', 'and', 'draws', 'numbers', 'while', 'she', 'has', 'less', 'than', 'k', 'points', 'during', 'each', 'draw', 'she', 'gains', 'an', 'integer', 'number', 'of', 'points', 'randomly', 'from', 'the', 'range', '1', 'maxpts', 'where', 'maxpts', 'is', 'an', 'integer', 'each', 'draw', 'is', 'independent', 'and', 'the', 'outcomes', 'have', 'equal', 'probabilities', 'alice', 'stops', 'drawing', 'numbers', 'when', 'she', 'gets', 'k', 'or', 'more', 'points', 'return', 'the', 'probability', 'that', 'alice', 'has', 'n', 'or', 'fewer', 'points', 'answers', 'within', '10', '5', 'of', 'the', 'actual', 'answer', 'are', 'considered', 'accepted']"
996,Number of Squareful Arrays,"Math, Backtracking, Graph",47.7,Hard,31.8372,https://leetcode.com/problems/number-of-squareful-arrays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,996.0,Number of Squareful Arrays,"An array is squareful if the sum of every pair of adjacent elements is a perfect square. Given an integer array nums, return the number of permutations of nums that are squareful. Two permutations perm1 and perm2 are different if there is some index i such that perm1[i] != perm2[i].","['an', 'array', 'is', 'squareful', 'if', 'the', 'sum', 'of', 'every', 'pair', 'of', 'adjacent', 'elements', 'is', 'a', 'perfect', 'square', 'given', 'an', 'integer', 'array', 'nums', 'return', 'the', 'number', 'of', 'permutations', 'of', 'nums', 'that', 'are', 'squareful', 'two', 'permutations', 'perm1', 'and', 'perm2', 'are', 'different', 'if', 'there', 'is', 'some', 'index', 'i', 'such', 'that', 'perm1', 'i', 'perm2', 'i']"
1095,Find in Mountain Array,Binary Search,35.8,Hard,85.4084,https://leetcode.com/problems/find-in-mountain-array,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,Find in Mountain Array,"(This problem is an interactive problem.) You may recall that an array A is a mountain array if and only if: A.length >= 3 There exists some i with 0 < i < A.length - 1 such that: 	 A[0] < A[1] < ... A[i-1] < A[i] A[i] > A[i+1] > ... > A[A.length - 1] Given a mountain array mountainArr, return the minimum index such that mountainArr.get(index) == target. If such an index doesn't exist, return -1. You can't access the mountain array directly. You may only access the array using a MountainArray interface: MountainArray.get(k) returns the element of the array at index k (0-indexed). MountainArray.length() returns the length of the array. Submissions making more than 100 calls to MountainArray.get will be judged Wrong Answer. Also, any solutions that attempt to circumvent the judge will result in disqualification.","['this', 'problem', 'is', 'an', 'interactive', 'problem', 'you', 'may', 'recall', 'that', 'an', 'array', 'a', 'is', 'a', 'mountain', 'array', 'if', 'and', 'only', 'if', 'a', 'length', '3', 'there', 'exists', 'some', 'i', 'with', '0', 'i', 'a', 'length', '1', 'such', 'that', 'a', '0', 'a', '1', 'a', 'i', '1', 'a', 'i', 'a', 'i', 'a', 'i', '1', 'a', 'a', 'length', '1', 'given', 'a', 'mountain', 'array', 'mountainarr', 'return', 'the', 'minimum', 'index', 'such', 'that', 'mountainarr', 'get', 'index', 'target', 'if', 'such', 'an', 'index', 'doesn', 't', 'exist', 'return', '1', 'you', 'can', 't', 'access', 'the', 'mountain', 'array', 'directly', 'you', 'may', 'only', 'access', 'the', 'array', 'using', 'a', 'mountainarray', 'interface', 'mountainarray', 'get', 'k', 'returns', 'the', 'element', 'of', 'the', 'array', 'at', 'index', 'k', '0', 'indexed', 'mountainarray', 'length', 'returns', 'the', 'length', 'of', 'the', 'array', 'submissions', 'making', 'more', 'than', '100', 'calls', 'to', 'mountainarray', 'get', 'will', 'be', 'judged', 'wrong', 'answer', 'also', 'any', 'solutions', 'that', 'attempt', 'to', 'circumvent', 'the', 'judge', 'will', 'result', 'in', 'disqualification']"
1314,Matrix Block Sum,Dynamic Programming,73.7,Medium,5.0328,https://leetcode.com/problems/matrix-block-sum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1314.0,Matrix Block Sum,"Given a m x n matrix mat and an integer k, return a matrix answer where each answer[i][j] is the sum of all elements mat[r][c] for: i - k <= r <= i + k, j - k <= c <= j + k, and (r, c) is a valid position in the matrix.","['given', 'a', 'm', 'x', 'n', 'matrix', 'mat', 'and', 'an', 'integer', 'k', 'return', 'a', 'matrix', 'answer', 'where', 'each', 'answer', 'i', 'j', 'is', 'the', 'sum', 'of', 'all', 'elements', 'mat', 'r', 'c', 'for', 'i', 'k', 'r', 'i', 'k', 'j', 'k', 'c', 'j', 'k', 'and', 'r', 'c', 'is', 'a', 'valid', 'position', 'in', 'the', 'matrix']"
761,Special Binary String,"String, Recursion",55.0,Hard,100.0,https://leetcode.com/problems/special-binary-string,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.0,Special Binary String,"Special binary strings are binary strings with the following two properties: The number of 0's is equal to the number of 1's. Every prefix of the binary string has at least as many 1's as 0's. You are given a special binary string s. A move consists of choosing two consecutive, non-empty, special substrings of s, and swapping them. Two strings are consecutive if the last character of the first string is exactly one index before the first character of the second string. Return the lexicographically largest resulting string possible after applying the mentioned operations on the string.","['special', 'binary', 'strings', 'are', 'binary', 'strings', 'with', 'the', 'following', 'two', 'properties', 'the', 'number', 'of', '0', 's', 'is', 'equal', 'to', 'the', 'number', 'of', '1', 's', 'every', 'prefix', 'of', 'the', 'binary', 'string', 'has', 'at', 'least', 'as', 'many', '1', 's', 'as', '0', 's', 'you', 'are', 'given', 'a', 'special', 'binary', 'string', 's', 'a', 'move', 'consists', 'of', 'choosing', 'two', 'consecutive', 'non', 'empty', 'special', 'substrings', 'of', 's', 'and', 'swapping', 'them', 'two', 'strings', 'are', 'consecutive', 'if', 'the', 'last', 'character', 'of', 'the', 'first', 'string', 'is', 'exactly', 'one', 'index', 'before', 'the', 'first', 'character', 'of', 'the', 'second', 'string', 'return', 'the', 'lexicographically', 'largest', 'resulting', 'string', 'possible', 'after', 'applying', 'the', 'mentioned', 'operations', 'on', 'the', 'string']"
1353,Maximum Number of Events That Can Be Attended,"Greedy, Sort, Segment Tree",30.3,Medium,84.0209,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1353.0,Maximum Number of Events That Can Be Attended,"Given an array of events where events[i] = [startDayi, endDayi]. Every event i starts at startDayi and ends at endDayi. You can attend an event i at any day d where startTimei <= d <= endTimei. Notice that you can only attend one event at any time d. Return the maximum number of events you can attend.","['given', 'an', 'array', 'of', 'events', 'where', 'events', 'i', 'startdayi', 'enddayi', 'every', 'event', 'i', 'starts', 'at', 'startdayi', 'and', 'ends', 'at', 'enddayi', 'you', 'can', 'attend', 'an', 'event', 'i', 'at', 'any', 'day', 'd', 'where', 'starttimei', 'd', 'endtimei', 'notice', 'that', 'you', 'can', 'only', 'attend', 'one', 'event', 'at', 'any', 'time', 'd', 'return', 'the', 'maximum', 'number', 'of', 'events', 'you', 'can', 'attend']"
598,Range Addition II,Math,49.6,Easy,37.8006,https://leetcode.com/problems/range-addition-ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,598.0,Range Addition II,"You are given an m x n matrix M initialized with all 0's and an array of operations ops, where ops[i] = [ai, bi] means M[x][y] should be incremented by one for all 0 <= x < ai and 0 <= y < bi. Count and return the number of maximum integers in the matrix after performing all the operations.","['you', 'are', 'given', 'an', 'm', 'x', 'n', 'matrix', 'm', 'initialized', 'with', 'all', '0', 's', 'and', 'an', 'array', 'of', 'operations', 'ops', 'where', 'ops', 'i', 'ai', 'bi', 'means', 'm', 'x', 'y', 'should', 'be', 'incremented', 'by', 'one', 'for', 'all', '0', 'x', 'ai', 'and', '0', 'y', 'bi', 'count', 'and', 'return', 'the', 'number', 'of', 'maximum', 'integers', 'in', 'the', 'matrix', 'after', 'performing', 'all', 'the', 'operations']"
691,Stickers to Spell Word,"Dynamic Programming, Backtracking",43.1,Hard,35.5173,https://leetcode.com/problems/stickers-to-spell-word,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,691.0,Stickers to Spell Word,"We are given n different types of stickers. Each sticker has a lowercase English word on it. You would like to spell out the given string target by cutting individual letters from your collection of stickers and rearranging them. You can use each sticker more than once if you want, and you have infinite quantities of each sticker. Return the minimum number of stickers that you need to spell out target. If the task is impossible, return -1. Note: In all test cases, all words were chosen randomly from the 1000 most common US English words, and target was chosen as a concatenation of two random words.","['we', 'are', 'given', 'n', 'different', 'types', 'of', 'stickers', 'each', 'sticker', 'has', 'a', 'lowercase', 'english', 'word', 'on', 'it', 'you', 'would', 'like', 'to', 'spell', 'out', 'the', 'given', 'string', 'target', 'by', 'cutting', 'individual', 'letters', 'from', 'your', 'collection', 'of', 'stickers', 'and', 'rearranging', 'them', 'you', 'can', 'use', 'each', 'sticker', 'more', 'than', 'once', 'if', 'you', 'want', 'and', 'you', 'have', 'infinite', 'quantities', 'of', 'each', 'sticker', 'return', 'the', 'minimum', 'number', 'of', 'stickers', 'that', 'you', 'need', 'to', 'spell', 'out', 'target', 'if', 'the', 'task', 'is', 'impossible', 'return', '1', 'note', 'in', 'all', 'test', 'cases', 'all', 'words', 'were', 'chosen', 'randomly', 'from', 'the', '1000', 'most', 'common', 'us', 'english', 'words', 'and', 'target', 'was', 'chosen', 'as', 'a', 'concatenation', 'of', 'two', 'random', 'words']"
1383,Maximum Performance of a Team,"Greedy, Sort",32.0,Hard,61.8184,https://leetcode.com/problems/maximum-performance-of-a-team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1383.0,Maximum Performance of a Team,"You are given two integers n and k and two integer arrays speed and efficiency both of length n. There are n engineers numbered from 1 to n. speed[i] and efficiency[i] represent the speed and efficiency of the ith engineer respectively. Choose at most k different engineers out of the n engineers to form a team with the maximum performance. The performance of a team is the sum of their engineers' speeds multiplied by the minimum efficiency among their engineers. Return the maximum performance of this team. Since the answer can be a huge number, return it modulo 109 + 7.","['you', 'are', 'given', 'two', 'integers', 'n', 'and', 'k', 'and', 'two', 'integer', 'arrays', 'speed', 'and', 'efficiency', 'both', 'of', 'length', 'n', 'there', 'are', 'n', 'engineers', 'numbered', 'from', '1', 'to', 'n', 'speed', 'i', 'and', 'efficiency', 'i', 'represent', 'the', 'speed', 'and', 'efficiency', 'of', 'the', 'ith', 'engineer', 'respectively', 'choose', 'at', 'most', 'k', 'different', 'engineers', 'out', 'of', 'the', 'n', 'engineers', 'to', 'form', 'a', 'team', 'with', 'the', 'maximum', 'performance', 'the', 'performance', 'of', 'a', 'team', 'is', 'the', 'sum', 'of', 'their', 'engineers', 'speeds', 'multiplied', 'by', 'the', 'minimum', 'efficiency', 'among', 'their', 'engineers', 'return', 'the', 'maximum', 'performance', 'of', 'this', 'team', 'since', 'the', 'answer', 'can', 'be', 'a', 'huge', 'number', 'return', 'it', 'modulo', '109', '7']"
933,Number of Recent Calls,Queue,72.3,Easy,19.1649,https://leetcode.com/problems/number-of-recent-calls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.0,Number of Recent Calls,"You have a RecentCounter class which counts the number of recent requests within a certain time frame. Implement the RecentCounter class: RecentCounter() Initializes the counter with zero recent requests. int ping(int t) Adds a new request at time t, where t represents some time in milliseconds, and returns the number of requests that has happened in the past 3000 milliseconds (including the new request). Specifically, return the number of requests that have happened in the inclusive range [t - 3000, t]. It is guaranteed that every call to ping uses a strictly larger value of t than the previous call.","['you', 'have', 'a', 'recentcounter', 'class', 'which', 'counts', 'the', 'number', 'of', 'recent', 'requests', 'within', 'a', 'certain', 'time', 'frame', 'implement', 'the', 'recentcounter', 'class', 'recentcounter', 'initializes', 'the', 'counter', 'with', 'zero', 'recent', 'requests', 'int', 'ping', 'int', 't', 'adds', 'a', 'new', 'request', 'at', 'time', 't', 'where', 't', 'represents', 'some', 'time', 'in', 'milliseconds', 'and', 'returns', 'the', 'number', 'of', 'requests', 'that', 'has', 'happened', 'in', 'the', 'past', '3000', 'milliseconds', 'including', 'the', 'new', 'request', 'specifically', 'return', 'the', 'number', 'of', 'requests', 'that', 'have', 'happened', 'in', 'the', 'inclusive', 'range', 't', '3000', 't', 'it', 'is', 'guaranteed', 'that', 'every', 'call', 'to', 'ping', 'uses', 'a', 'strictly', 'larger', 'value', 'of', 't', 'than', 'the', 'previous', 'call']"
27,Remove Element,"Array, Two Pointers",48.4,Easy,0.135165,https://leetcode.com/problems/remove-element,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0,Remove Element,"Given an integer array nums and an integer val, remove all occurrences of val in nums in-place. The relative order of the elements may be changed. Since it is impossible to change the length of the array in some languages, you must instead have the result be placed in the first part of the array nums. More formally, if there are k elements after removing the duplicates, then the first k elements of nums should hold the final result. It does not matter what you leave beyond the first k elements. Return k after placing the final result in the first k slots of nums. Do not allocate extra space for another array. You must do this by modifying the input array in-place with O(1) extra memory. Custom Judge: The judge will test your solution with the following code: int[] nums = [...]; // Input array int val = ...; // Value to remove int[] expectedNums = [...]; // The expected answer with correct length. // It is sorted with no values equaling val. int k = removeElement(nums, val); // Calls your implementation assert k == expectedNums.length; sort(nums, 0, k); // Sort the first k elements of nums for (int i = 0; i < actualLength; i++) { assert nums[i] == expectedNums[i]; } If all assertions pass, then your solution will be accepted.","['given', 'an', 'integer', 'array', 'nums', 'and', 'an', 'integer', 'val', 'remove', 'all', 'occurrences', 'of', 'val', 'in', 'nums', 'in', 'place', 'the', 'relative', 'order', 'of', 'the', 'elements', 'may', 'be', 'changed', 'since', 'it', 'is', 'impossible', 'to', 'change', 'the', 'length', 'of', 'the', 'array', 'in', 'some', 'languages', 'you', 'must', 'instead', 'have', 'the', 'result', 'be', 'placed', 'in', 'the', 'first', 'part', 'of', 'the', 'array', 'nums', 'more', 'formally', 'if', 'there', 'are', 'k', 'elements', 'after', 'removing', 'the', 'duplicates', 'then', 'the', 'first', 'k', 'elements', 'of', 'nums', 'should', 'hold', 'the', 'final', 'result', 'it', 'does', 'not', 'matter', 'what', 'you', 'leave', 'beyond', 'the', 'first', 'k', 'elements', 'return', 'k', 'after', 'placing', 'the', 'final', 'result', 'in', 'the', 'first', 'k', 'slots', 'of', 'nums', 'do', 'not', 'allocate', 'extra', 'space', 'for', 'another', 'array', 'you', 'must', 'do', 'this', 'by', 'modifying', 'the', 'input', 'array', 'in', 'place', 'with', 'o', '1', 'extra', 'memory', 'custom', 'judge', 'the', 'judge', 'will', 'test', 'your', 'solution', 'with', 'the', 'following', 'code', 'int', 'nums', 'input', 'array', 'int', 'val', 'value', 'to', 'remove', 'int', 'expectednums', 'the', 'expected', 'answer', 'with', 'correct', 'length', 'it', 'is', 'sorted', 'with', 'no', 'values', 'equaling', 'val', 'int', 'k', 'removeelement', 'nums', 'val', 'calls', 'your', 'implementation', 'assert', 'k', 'expectednums', 'length', 'sort', 'nums', '0', 'k', 'sort', 'the', 'first', 'k', 'elements', 'of', 'nums', 'for', 'int', 'i', '0', 'i', 'actuallength', 'i', 'assert', 'nums', 'i', 'expectednums', 'i', 'if', 'all', 'assertions', 'pass', 'then', 'your', 'solution', 'will', 'be', 'accepted']"
30,Substring with Concatenation of All Words,"Hash Table, Two Pointers, String",25.5,Hard,0.968145,https://leetcode.com/problems/substring-with-concatenation-of-all-words,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.0,Substring with Concatenation of All Words,"You are given a string s and an array of strings words of the same length. Return all starting indices of substring(s) in s that is a concatenation of each word in words exactly once, in any order, and without any intervening characters. You can return the answer in any order.","['you', 'are', 'given', 'a', 'string', 's', 'and', 'an', 'array', 'of', 'strings', 'words', 'of', 'the', 'same', 'length', 'return', 'all', 'starting', 'indices', 'of', 'substring', 's', 'in', 's', 'that', 'is', 'a', 'concatenation', 'of', 'each', 'word', 'in', 'words', 'exactly', 'once', 'in', 'any', 'order', 'and', 'without', 'any', 'intervening', 'characters', 'you', 'can', 'return', 'the', 'answer', 'in', 'any', 'order']"
258,Add Digits,Math,57.8,Easy,0.779439,https://leetcode.com/problems/add-digits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258.0,Add Digits,"Given an integer num, repeatedly add all its digits until the result has only one digit, and return it.","['given', 'an', 'integer', 'num', 'repeatedly', 'add', 'all', 'its', 'digits', 'until', 'the', 'result', 'has', 'only', 'one', 'digit', 'and', 'return', 'it']"
274,H-Index,"Hash Table, Sort",36.3,Medium,0.113389,https://leetcode.com/problems/h-index,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0,H-Index,"Given an array of integers citations where citations[i] is the number of citations a researcher received for their ith paper, return compute the researcher's h-index. According to the definition of h-index on Wikipedia: A scientist has an index h if h of their n papers have at least h citations each, and the other n − h papers have no more than h citations each. If there are several possible values for h, the maximum one is taken as the h-index.","['given', 'an', 'array', 'of', 'integers', 'citations', 'where', 'citations', 'i', 'is', 'the', 'number', 'of', 'citations', 'a', 'researcher', 'received', 'for', 'their', 'ith', 'paper', 'return', 'compute', 'the', 'researcher', 's', 'h', 'index', 'according', 'to', 'the', 'definition', 'of', 'h', 'index', 'on', 'wikipedia', 'a', 'scientist', 'has', 'an', 'index', 'h', 'if', 'h', 'of', 'their', 'n', 'papers', 'have', 'at', 'least', 'h', 'citations', 'each', 'and', 'the', 'other', 'n', 'h', 'papers', 'have', 'no', 'more', 'than', 'h', 'citations', 'each', 'if', 'there', 'are', 'several', 'possible', 'values', 'for', 'h', 'the', 'maximum', 'one', 'is', 'taken', 'as', 'the', 'h', 'index']"
